item_id,xsum_id,split,source,source_detail,source_sha256,source_query,source_repo,document,summary_ref
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,mexico federal forces raid cjng avocado extortion ring in uruapan. cartel taxing avocado farms up to 30% of harvest value affecting us consumer prices.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,mexico government intelligence-driven operation in nuevo leon destroys sinaloa narco labs and surveillance systems. part of q1 2025 security surge along us border states.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,mexico peace index 2024 report: organized crime rate rose 62.4% over 9 years. ~400 active criminal groups operating across mexico.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,mexico peace index 2025: ~400 active criminal groups in mexico. organized crime undermines regional stability. trump pressure accelerating kingpin-style strategy risks.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,new us military-led intelligence group revealed to have aided mexico in locating el mencho. first known direct us military intel role in mexico cartel operation.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,odni identifies and locates top sinaloa plaza boss. arrested with us intelligence assistance.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,one year after el mayo arrest civilian targeting and gang clashes almost quadrupled. cumulative violence milestone recorded by acled.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,one-year cumulative report: sinaloa civil war between chapitos and mayos factions leaves 1828 dead and 2390 missing since el mayo arrest.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,post el mencho killing soldiers continue clash with cjng for second day. total post-killing death toll reaches 70+. us tourists issued shelter-in-place warnings.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,president of lime growers association killed in his car after publicly complaining about cjng extortion in michoacan.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,record homicide day in sinaloa during internal chapitos vs mayos civil war. 17 killed in single day in culiacan.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,trump formally designates mexican cartels as terrorist organizations. increases pressure on mexico for military cooperation.
ka_ad2d324bd939,,,kaggle,ahsanneural/mexico-cartel-crisis-20232026:mexico_cartel_events_2023_2026.csv,78be6726d355bec918d14e5d47f5ff02e1368dfb03bec850538434232c5007a3,bbc news 2025,ahsanneural/mexico-cartel-crisis-20232026,,"us cbp records peak fentanyl seizure year 21,846 lbs (9,909 kg) seized at mexico-us border in fy2023, 164% increase since 2020. sinaloa and cjng dominant suppliers."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"""a company that is a critical part of the global telecommunications infrastructure used by at&t, t-mobile, verizon and several others around the world such as vodafone and china mobile, quietly disclosed that hackers were inside its systems for years, impacting more than 200 of its clients and potentially millions of cellphone users worldwide."""
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"""antisec"" hackers published a huge trove of personal information from 70 different us law enforcement agencies."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"""sensitive"" information on applicants for us healthcare plans was hacked. it included names, birth dates, addresses, expected income & health insurance status."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"14 million customer records, including driver's licence numbers, passport numbers and financial statements, stolen in a cyber-attack that was worse than the company initially reported."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"170,000 hours of sensitive calls to sweden's healthcare hotline were stored on an open web server with no encryption or authentication. the breach was blamed on subcontractor medicall."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,190m americans had their personal and healthcare data stolen in the change healthcare ransomware attack.
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"2 million usernames, email addresses, and ip addresses were compromised via a vulnerability in the forum software."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"2.7bn records of us citizens used for background checks leaked on a hacking forum, names, social security, physical addresses, and aliases."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,22 million yahoo user ids may have been leaked after yahoo detected an unauthorized attempt to access the administrative system of its yahoo japan portal.
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"3.5 million records were accidentally published online including people's names, mailing addresses and social security numbers. they were there for a year."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"4 months after the gaming site gamigo warned users about a hacker intrusion, more than 8 million usernames, emails & encrypted passwords from the site were published on the web."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"420,000 hashed passwords were posted to a security forum. formspring immediately forced users to reset their passwords."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,55k records breached from the hungarian education office tehets gkapu. data was subsequently published to a hacking forum.
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"7-eleven, jc penney, hannaford, heartland, jetblue, dow jones, euronet, visa jordan, global payment, diners singapore and ingenicard"
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a ""sophisticated cyberattack"" on one of the usa's largest health insurers uncovered names, dates of birth, social security numbers, addresses and employment information."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a ""technical issue"" inadvertently caused customer names & email addresses to be posted to the amazon website just prior to black friday."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a 2013 attack was eventually disclosed in 2016. stolen data included names, telephone numbers, birth dates, passwords and security questions."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a 24 year old vietnamese national, hieu minh ngo, ran an identity theft service from his bedroom. a deal he struck with experian gave him access to the personal and financial data of american citizens."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a 5-day data breach saw attackers steal personal information, passwords and cvv security codes."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a biometric security company stored unencrypted usernames and passwords, fingerprints and facial recognition information on a publicly accessible database."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a breach at this daily newspaper exposed names, personal identifiers, and financial account or credit/debit card numbers with security codes, passwords, or pins. the cuba ransomware gang claimed responsibility."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a breach in a french government department - responsible for registering and assisting unemployed people - exposed 20 years of personal data, including names, birthdates, social security numbers, travel ids, emails, postal addresses, and phone numbers."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,a breach of the bank's online web portal compromised the information of around 1% of citbank card holders.
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a breach of the health insurance firm's database exposed the names, social security numbers, birth dates, addresses, driver's license numbers and credit card information of us, uk and canadian citizens."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a breach of usernames, email addresses, and hashed passwords belonging to users of the fitness app."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a bug in instagram's api exposed users' contact details. the data was placed online in a searchable database, with a charge of $10 per search."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a cloud storage repository was left publically accessible. data included names, addresses, dobs, and other information scraped from social media websites including facebook."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a company used by us government agencies to accept online payments exposed personal records via a standard web browser, including addresses, phone numbers and credit card digits."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a competitor accessed restricted areas of the healthcare firm's website without authorisation, compromising client information."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a compromised token was used by attackers to exfiltrate customers' hashed and salted passwords from ""a database."" on the salesforce-owned cloud platform."
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,a computer hacker in chile published confidential records belonging to six million people to illustrate the weakness of government security.
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,a computer programmer was arrested in greece for allegedly stealing the identity information of 83% of the country's population. the 35-year-old was suspected of trying to sell it on.
ka_3928ff7fd618,,,kaggle,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025:worlds_biggest_breaches_cleaned.csv,16213e6d76bca2ea5ea22c6324626e74dab73ae839f5be8a2432ef36bf50b28f,bbc news 2025,awallay/worlds-biggest-data-breaches-and-hacks-2004-2025,,"a computer stolen from an employee's car contained a password-protected file with social security numbers as well as names, addresses, dates of birth and medical billing codes."
